Day,Y,Updated Y,OverallInfectionRate
360,0.0045931155978070000,0.0046037469766777600,0.42
361,0.0045206652150926000,0.0045312965939633600,0.42
362,0.0044483823969649400,0.0044590137758357100,0.42
363,0.0043763144124556900,0.0043869457913264500,0.42
364,0.0043045065514344800,0.0043151379303052400,0.42
365,0.0042330021275885600,0.0042436335064593200,0.42
366,0.0041618424864226800,0.0041724738652934400,0.42
367,0.0040910670179469100,0.0041016983968176700,0.42
368,0.0040207131737212700,0.0040313445525920300,0.42
369,0.0039508164879301700,0.0039614478668009300,0.42
370,0.0038814106021641300,0.0038920419810349000,0.42
371,0.0038125272935933700,0.0038231586724641300,0.42
372,0.0037441965062249500,0.0037548278850957100,0.42
373,0.0036764463849445100,0.0036870777638152800,0.42
374,0.0036093033120528600,0.0036199346909236200,0.42
375,0.0035427919460182900,0.0035534233248890500,0.42
376,0.0034769352621767300,0.0034875666410474900,0.42
377,0.0034117545951232100,0.0034223859739939700,0.42
378,0.0033472696825501100,0.0033579010614208700,0.42
379,0.0032834987103000400,0.0032941300891708000,0.42
380,0.0032204583584134400,0.0032310897372842000,0.42
381,0.0031581638479635600,0.0031687952268343200,0.42
382,0.0030966289884839400,0.0031072603673547000,0.42
383,0.0030358662258058700,0.0030464976046766300,0.42
384,0.0029758866901355300,0.0029865180690062900,0.42
385,0.0029167002442126600,0.0029273316230834200,0.42
386,0.0028583155314041400,0.0028689469102749000,0.42
387,0.0028007400235976000,0.0028113714024683600,0.42
388,0.0027439800687710100,0.0027546114476417700,0.42
389,0.0026880409381252100,0.0026986723169959700,0.42
390,0.0026329268726763900,0.0026435582515471500,0.42
391,0.0025786411292157000,0.0025892725080864700,0.42
392,0.0025251860255525000,0.0025358174044232600,0.42
393,0.0024725629849667400,0.0024831943638375000,0.42
394,0.0024207725798047600,0.0024314039586755200,0.42
395,0.0023698145741606200,0.0023804459530313800,0.42
396,0.0023196879655929500,0.0023303193444637200,0.42
397,0.0022703910258344300,0.0022810224047051900,0.42
398,0.0022219213404577500,0.0022325527193285100,0.42
399,0.0021742758474682300,0.0021849072263390000,0.42
400,0.0021274508747993200,0.0021380822536700800,0.42
401,0.0020814421766922300,0.0020920735555629900,0.42
402,0.0020362449689466700,0.0020468763478174300,0.42
403,0.0019918539630336900,0.0020024853419044500,0.42
404,0.0019482633990664000,0.0019588947779371700,0.42
405,0.0019054670776279600,0.0019160984564987200,0.42
406,0.0018634583904600200,0.0018740897693307800,0.42
407,0.0018222303500180300,0.0018328617288887900,0.42
408,0.0017817756179026400,0.0017924069967734000,0.42
409,0.0017420865321792300,0.0017527179110499900,0.42
410,0.0017031551336000200,0.0017137865124707800,0.42
411,0.0016649731907450100,0.0016756045696157700,0.42
412,0.0016275322241003700,0.0016381636029711300,0.42
413,0.0015908235290940500,0.0016014549079648100,0.42
414,0.0015548381981101300,0.0015654695769808900,0.42
415,0.0015195671415044200,0.0015301985203751800,0.42
416,0.0014850011076450600,0.0014956324865158200,0.42
417,0.0014511307020026200,0.0014617620808733800,0.42
418,0.0014179464053148000,0.0014285777841855600,0.42
419,0.0013854385908516200,0.0013960699697223800,0.42
420,0.0013535975408071300,0.0013642289196778900,0.42
421,0.0013224134618442400,0.0013330448407150000,0.42
422,0.0012918764998191800,0.0013025078786899400,0.42
423,0.0012619767537123600,0.0012726081325831200,0.42
424,0.0012327042887923000,0.0012433356676630600,0.42
425,0.0012040491490391800,0.0012146805279099400,0.42
426,0.0011760013688544800,0.0011866327477252500,0.42
427,0.0011485509840827800,0.0011591823629535400,0.42
